EXP044698	None	Homo sapiens	430	HepG2 (hepatoblastoma)	READS055974; READS055975; READS055976; READS055977	ALIGNS049780	PEAKS044685	GSE105576	ENCSR356ECR	EXP044671	430	HepG2 (hepatoblastoma)	READS055908; READS055909	ALIGNS049753	GSE106027	ENCSR867VPL
EXP033857	ESR1_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS036052	ALIGNS038733	PEAKS037314	GSE60270	None	EXP033849	113	MCF7 (Invasive ductal breast carcinoma)	READS036044	ALIGNS038725	GSE60270	None
EXP033847	P53_HUMAN	Homo sapiens	417	HCT-116 (colon carcinoma)	READS036042	ALIGNS038723	PEAKS037312	GSE60267	None	EXP033846	417	HCT-116 (colon carcinoma)	READS036041	ALIGNS038722	GSE60267	None
EXP033848	P53_HUMAN	Homo sapiens	417	HCT-116 (colon carcinoma)	READS036043	ALIGNS038724	PEAKS037313	GSE60267	None	EXP033846	417	HCT-116 (colon carcinoma)	READS036041	ALIGNS038722	GSE60267	None
EXP033835	MYC_HUMAN	Homo sapiens	708	P493-6 (B-cell lymphoma)	READS036030	ALIGNS038711	PEAKS037302	GSE60223	None	EXP033832	708	P493-6 (B-cell lymphoma)	READS036027	ALIGNS038708	GSE60223	None
EXP033836	MYC_HUMAN	Homo sapiens	708	P493-6 (B-cell lymphoma)	READS036031	ALIGNS038712	PEAKS037303	GSE60223	None	EXP033832	708	P493-6 (B-cell lymphoma)	READS036027	ALIGNS038708	GSE60223	None
EXP033837	MYC_HUMAN	Homo sapiens	708	P493-6 (B-cell lymphoma)	READS036032	ALIGNS038713	PEAKS037304	GSE60223	None	EXP033832	708	P493-6 (B-cell lymphoma)	READS036027	ALIGNS038708	GSE60223	None
EXP033810	HIF1A_HUMAN	Homo sapiens	111	T47D (invasive ductal carcinoma)	READS035999	ALIGNS038686	PEAKS037282	GSE59935	None	EXP033809	111	T47D (invasive ductal carcinoma)	READS035998	ALIGNS038685	GSE59935	None
EXP033811	None	Homo sapiens	111	T47D (invasive ductal carcinoma)	READS036000	ALIGNS038687	PEAKS037283	GSE59935	None	EXP033809	111	T47D (invasive ductal carcinoma)	READS035998	ALIGNS038685	GSE59935	None
EXP033812	NRF1_HUMAN	Homo sapiens	111	T47D (invasive ductal carcinoma)	READS036001	ALIGNS038688	PEAKS037284	GSE59935	None	EXP033809	111	T47D (invasive ductal carcinoma)	READS035998	ALIGNS038685	GSE59935	None
EXP033808	BCL6_HUMAN	Homo sapiens	881	CD4+ T-cells	READS035995; READS035996; READS035997	ALIGNS038684	PEAKS037281	GSE59933	None	EXP033807	881	CD4+ T-cells	READS035993; READS035994	ALIGNS038683	GSE59933	None
EXP033801	None	Homo sapiens	215	keratinocytes	READS035987	ALIGNS038677	PEAKS037276	GSE59824	None	EXP033800	215	keratinocytes	READS035986	ALIGNS038676	GSE59824	None
EXP033802	None	Homo sapiens	215	keratinocytes	READS035988	ALIGNS038678	PEAKS037277	GSE59824	None	EXP033800	215	keratinocytes	READS035986	ALIGNS038676	GSE59824	None
EXP033803	None	Homo sapiens	215	keratinocytes	READS035989	ALIGNS038679	PEAKS037278	GSE59824	None	EXP033800	215	keratinocytes	READS035986	ALIGNS038676	GSE59824	None
EXP033804	None	Homo sapiens	215	keratinocytes	READS035990	ALIGNS038680	PEAKS037279	GSE59824	None	EXP033800	215	keratinocytes	READS035986	ALIGNS038676	GSE59824	None
EXP033779	KLF11_HUMAN	Homo sapiens	439	hMADS-3 (adipose-derived stem cells)	READS035935; READS035936	ALIGNS038655	PEAKS037262	GSE59703	None	EXP033777	439	hMADS-3 (adipose-derived stem cells)	READS035932	ALIGNS038653	GSE59703	None
EXP033781	PPARG_HUMAN	Homo sapiens	439	hMADS-3 (adipose-derived stem cells)	READS035939; READS035940	ALIGNS038657	PEAKS037264	GSE59703	None	EXP033777	439	hMADS-3 (adipose-derived stem cells)	READS035932	ALIGNS038653	GSE59703	None
EXP033778	KLF11_HUMAN	Homo sapiens	439	hMADS-3 (adipose-derived stem cells)	READS035933; READS035934	ALIGNS038654	PEAKS037261	GSE59703	None	EXP033776	439	hMADS-3 (adipose-derived stem cells)	READS035931	ALIGNS038652	GSE59703	None
EXP033780	PPARG_HUMAN	Homo sapiens	439	hMADS-3 (adipose-derived stem cells)	READS035937; READS035938	ALIGNS038656	PEAKS037263	GSE59703	None	EXP033776	439	hMADS-3 (adipose-derived stem cells)	READS035931	ALIGNS038652	GSE59703	None
EXP033773	MYB_HUMAN	Homo sapiens	621	MOLT3 (adult T acute lymphoblastic leukemia)	READS035927	ALIGNS038649	PEAKS037258	GSE59657	None	EXP033767	621	MOLT3 (adult T acute lymphoblastic leukemia)	READS035921	ALIGNS038643	GSE59657	None
EXP033774	TAL1_HUMAN	Homo sapiens	621	MOLT3 (adult T acute lymphoblastic leukemia)	READS035928	ALIGNS038650	PEAKS037259	GSE59657	None	EXP033767	621	MOLT3 (adult T acute lymphoblastic leukemia)	READS035921	ALIGNS038643	GSE59657	None
EXP033772	MYB_HUMAN	Homo sapiens	509	Jurkat (T-cells)	READS035926	ALIGNS038648	PEAKS037257	GSE59657	None	EXP033766	509	Jurkat (T-cells)	READS035920	ALIGNS038642	GSE59657	None
EXP033770	MYB_HUMAN	Homo sapiens	509	Jurkat (T-cells)	READS035924	ALIGNS038646	PEAKS037255	GSE59657	None	EXP033765	509	Jurkat (T-cells)	READS035919	ALIGNS038641	GSE59657	None
EXP033771	MYB_HUMAN	Homo sapiens	509	Jurkat (T-cells)	READS035925	ALIGNS038647	PEAKS037256	GSE59657	None	EXP033764	509	Jurkat (T-cells)	READS035918	ALIGNS038640	GSE59657	None
EXP033768	MYB_HUMAN	Homo sapiens	509	Jurkat (T-cells)	READS035922	ALIGNS038644	PEAKS037253	GSE59657	None	EXP033763	509	Jurkat (T-cells)	READS035917	ALIGNS038639	GSE59657	None
EXP033769	MYB_HUMAN	Homo sapiens	509	Jurkat (T-cells)	READS035923	ALIGNS038645	PEAKS037254	GSE59657	None	EXP033763	509	Jurkat (T-cells)	READS035917	ALIGNS038639	GSE59657	None
EXP033762	PBX1_HUMAN	Homo sapiens	754	ICN12 (primary pre-B acute lymphomablastic leukemia)	READS035916	ALIGNS038638	PEAKS037252	GSE59538	None	EXP033759	754	ICN12 (primary pre-B acute lymphomablastic leukemia)	READS035913	ALIGNS038635	GSE59538	None
EXP033760	BCL6_HUMAN	Homo sapiens	754	ICN12 (primary pre-B acute lymphomablastic leukemia)	READS035914	ALIGNS038636	PEAKS037250	GSE59538	None	EXP033758	754	ICN12 (primary pre-B acute lymphomablastic leukemia)	READS035912	ALIGNS038634	GSE59538	None
EXP033761	TFE2_HUMAN	Homo sapiens	754	ICN12 (primary pre-B acute lymphomablastic leukemia)	READS035915	ALIGNS038637	PEAKS037251	GSE59538	None	EXP033758	754	ICN12 (primary pre-B acute lymphomablastic leukemia)	READS035912	ALIGNS038634	GSE59538	None
EXP033734	ZBT17_HUMAN	Homo sapiens	188	LS174T (colon adenocarcinoma)	READS035882	ALIGNS038610	PEAKS037235	GSE59223	None	EXP033731	188	LS174T (colon adenocarcinoma)	READS035879	ALIGNS038607	GSE59223	None
EXP033735	MYC_HUMAN	Homo sapiens	188	LS174T (colon adenocarcinoma)	READS035883	ALIGNS038611	PEAKS037236	GSE59223	None	EXP033731	188	LS174T (colon adenocarcinoma)	READS035879	ALIGNS038607	GSE59223	None
EXP033732	ZBT17_HUMAN	Homo sapiens	188	LS174T (colon adenocarcinoma)	READS035880	ALIGNS038608	PEAKS037233	GSE59223	None	EXP033730	188	LS174T (colon adenocarcinoma)	READS035878	ALIGNS038606	GSE59223	None
EXP033733	MYC_HUMAN	Homo sapiens	188	LS174T (colon adenocarcinoma)	READS035881	ALIGNS038609	PEAKS037234	GSE59223	None	EXP033730	188	LS174T (colon adenocarcinoma)	READS035878	ALIGNS038606	GSE59223	None
EXP033724	ETS1_HUMAN	Homo sapiens	712	PANC1 (pancreatic ductal adenocarcinoma)	READS035872	ALIGNS038600	PEAKS037227	GSE59021	None	EXP033718	712	PANC1 (pancreatic ductal adenocarcinoma)	READS035864; READS035865	ALIGNS038594	GSE59021	None
EXP033719	ETS1_HUMAN	Homo sapiens	223	DU145 (prostate carcinoma)	READS035866; READS035867	ALIGNS038595	PEAKS037222	GSE59021	None	EXP033717	223	DU145 (prostate carcinoma)	READS035862; READS035863	ALIGNS038593	GSE59021	None
EXP033720	ELF1_HUMAN	Homo sapiens	223	DU145 (prostate carcinoma)	READS035868	ALIGNS038596	PEAKS037223	GSE59021	None	EXP033717	223	DU145 (prostate carcinoma)	READS035862; READS035863	ALIGNS038593	GSE59021	None
EXP033721	ELK4_HUMAN	Homo sapiens	223	DU145 (prostate carcinoma)	READS035869	ALIGNS038597	PEAKS037224	GSE59021	None	EXP033717	223	DU145 (prostate carcinoma)	READS035862; READS035863	ALIGNS038593	GSE59021	None
EXP033722	GABPA_HUMAN	Homo sapiens	223	DU145 (prostate carcinoma)	READS035870	ALIGNS038598	PEAKS037225	GSE59021	None	EXP033717	223	DU145 (prostate carcinoma)	READS035862; READS035863	ALIGNS038593	GSE59021	None
EXP033723	JUND_HUMAN	Homo sapiens	223	DU145 (prostate carcinoma)	READS035871	ALIGNS038599	PEAKS037226	GSE59021	None	EXP033717	223	DU145 (prostate carcinoma)	READS035862; READS035863	ALIGNS038593	GSE59021	None
EXP033710	ESR1_HUMAN	Homo sapiens	583	MCF10A (breast epithelial cells)	READS035855	ALIGNS038586	PEAKS037217	GSE59001	None	EXP033709	583	MCF10A (breast epithelial cells)	READS035854	ALIGNS038585	GSE59001	None
EXP033706	SPI1_HUMAN	Homo sapiens	620	monocyte-derived dendritic cells	READS035850; READS035851	ALIGNS038582	PEAKS037214	GSE58864	None	EXP033705	620	monocyte-derived dendritic cells	READS035848; READS035849	ALIGNS038581	GSE58864	None
EXP033701	P53_HUMAN	Homo sapiens	417	HCT-116 (colon carcinoma)	READS035844	ALIGNS038577	PEAKS037210	GSE58714	None	EXP033700	417	HCT-116 (colon carcinoma)	READS035843	ALIGNS038576	GSE58714	None
EXP033693	FOXA1_HUMAN	Homo sapiens	70	LNCaP (prostate carcinoma)	READS035834	ALIGNS038569	PEAKS037204	GSE58428	None	EXP033684	70	LNCaP (prostate carcinoma)	READS035822; READS035823; READS035824; READS035825	ALIGNS038560	GSE58428	None
EXP033695	ANDR_HUMAN	Homo sapiens	70	LNCaP (prostate carcinoma)	READS035836	ALIGNS038571	PEAKS037206	GSE58428	None	EXP033684	70	LNCaP (prostate carcinoma)	READS035822; READS035823; READS035824; READS035825	ALIGNS038560	GSE58428	None
EXP033697	ANDR_HUMAN	Homo sapiens	70	LNCaP (prostate carcinoma)	READS035839; READS035840	ALIGNS038573	PEAKS037208	GSE58428	None	EXP033684	70	LNCaP (prostate carcinoma)	READS035822; READS035823; READS035824; READS035825	ALIGNS038560	GSE58428	None
EXP033691	FOXA1_HUMAN	Homo sapiens	71	VCaP (prostate carcinoma)	READS035832	ALIGNS038567	PEAKS037202	GSE58428	None	EXP033683	71	VCaP (prostate carcinoma)	READS035821	ALIGNS038559	GSE58428	None
EXP033692	ANDR_HUMAN	Homo sapiens	71	VCaP (prostate carcinoma)	READS035833	ALIGNS038568	PEAKS037203	GSE58428	None	EXP033683	71	VCaP (prostate carcinoma)	READS035821	ALIGNS038559	GSE58428	None
EXP033685	None	Homo sapiens	71	VCaP (prostate carcinoma)	READS035826	ALIGNS038561	PEAKS037196	GSE58428	None	EXP033682	71	VCaP (prostate carcinoma)	READS035820	ALIGNS038558	GSE58428	None
EXP033686	RUNX1_HUMAN	Homo sapiens	71	VCaP (prostate carcinoma)	READS035827	ALIGNS038562	PEAKS037197	GSE58428	None	EXP033682	71	VCaP (prostate carcinoma)	READS035820	ALIGNS038558	GSE58428	None
EXP033687	ANDR_HUMAN	Homo sapiens	71	VCaP (prostate carcinoma)	READS035828	ALIGNS038563	PEAKS037198	GSE58428	None	EXP033682	71	VCaP (prostate carcinoma)	READS035820	ALIGNS038558	GSE58428	None
EXP033688	ANDR_HUMAN	Homo sapiens	71	VCaP (prostate carcinoma)	READS035829	ALIGNS038564	PEAKS037199	GSE58428	None	EXP033682	71	VCaP (prostate carcinoma)	READS035820	ALIGNS038558	GSE58428	None
EXP033689	ANDR_HUMAN	Homo sapiens	71	VCaP (prostate carcinoma)	READS035830	ALIGNS038565	PEAKS037200	GSE58428	None	EXP033682	71	VCaP (prostate carcinoma)	READS035820	ALIGNS038558	GSE58428	None
EXP033690	FOXA1_HUMAN	Homo sapiens	71	VCaP (prostate carcinoma)	READS035831	ALIGNS038566	PEAKS037201	GSE58428	None	EXP033682	71	VCaP (prostate carcinoma)	READS035820	ALIGNS038558	GSE58428	None
EXP033696	ANDR_HUMAN	Homo sapiens	71	VCaP (prostate carcinoma)	READS035837; READS035838	ALIGNS038572	PEAKS037207	GSE58428	None	EXP033682	71	VCaP (prostate carcinoma)	READS035820	ALIGNS038558	GSE58428	None
EXP033679	ANDR_HUMAN	Homo sapiens	7	22RV1 (prostate carcinoma)	READS035817	ALIGNS038555	PEAKS037193	GSE58478	None	EXP033678	7	22RV1 (prostate carcinoma)	READS035816	ALIGNS038554	GSE58478	None
EXP033680	ANDR_HUMAN	Homo sapiens	7	22RV1 (prostate carcinoma)	READS035818	ALIGNS038556	PEAKS037194	GSE58478	None	EXP033678	7	22RV1 (prostate carcinoma)	READS035816	ALIGNS038554	GSE58478	None
EXP033681	ANDR_HUMAN	Homo sapiens	7	22RV1 (prostate carcinoma)	READS035819	ALIGNS038557	PEAKS037195	GSE58478	None	EXP033678	7	22RV1 (prostate carcinoma)	READS035816	ALIGNS038554	GSE58478	None
EXP033677	PO5F1_HUMAN	Homo sapiens	38	A549 (lung carcinoma)	READS035810; READS035811; READS035812; READS035813; READS035814; READS035815	ALIGNS038553	PEAKS037192	GSE58462	None	EXP033676	38	A549 (lung carcinoma)	READS035804; READS035805; READS035806; READS035807; READS035808; READS035809	ALIGNS038552	GSE58462	None
EXP033663	PPARG_HUMAN	Homo sapiens	654	NCI-H2347 (lung adenocarcinoma)	READS035789; READS035790	ALIGNS038539	PEAKS037182	GSE58382	None	EXP033661	654	NCI-H2347 (lung adenocarcinoma)	READS035785; READS035786	ALIGNS038537	GSE58382	None
EXP033662	PPARG_HUMAN	Homo sapiens	652	NCI-H1993 (lung adenocarcinoma)	READS035787; READS035788	ALIGNS038538	PEAKS037181	GSE58382	None	EXP033660	652	NCI-H1993 (lung adenocarcinoma)	READS035783; READS035784	ALIGNS038536	GSE58382	None
EXP033653	GCR_HUMAN	Homo sapiens	45	acute myeloblastic leukemia	READS035776	ALIGNS038529	PEAKS037176	GSE58266	None	EXP033651	45	acute myeloblastic leukemia	READS035774	ALIGNS038527	GSE58266	None
EXP033652	GCR_HUMAN	Homo sapiens	45	acute myeloblastic leukemia	READS035775	ALIGNS038528	PEAKS037175	GSE58266	None	EXP033650	45	acute myeloblastic leukemia	READS035773	ALIGNS038526	GSE58266	None
EXP033635	HSF1_HUMAN	Homo sapiens	417	HCT-116 (colon carcinoma)	READS035750	ALIGNS038511	PEAKS037166	GSE57398	None	EXP033633	417	HCT-116 (colon carcinoma)	READS035748	ALIGNS038509	GSE57398	None
EXP033636	HSF1_HUMAN	Homo sapiens	417	HCT-116 (colon carcinoma)	READS035751; READS035752	ALIGNS038512	PEAKS037167	GSE57398	None	EXP033632	417	HCT-116 (colon carcinoma)	READS035747	ALIGNS038508	GSE57398	None
EXP033634	HSF1_HUMAN	Homo sapiens	417	HCT-116 (colon carcinoma)	READS035749	ALIGNS038510	PEAKS037165	GSE57398	None	EXP033631	417	HCT-116 (colon carcinoma)	READS035746	ALIGNS038507	GSE57398	None
EXP033637	HSF1_HUMAN	Homo sapiens	417	HCT-116 (colon carcinoma)	READS035753; READS035754	ALIGNS038513	PEAKS037168	GSE57398	None	EXP033630	417	HCT-116 (colon carcinoma)	READS035745	ALIGNS038506	GSE57398	None
EXP033592	NR1H4_HUMAN	Homo sapiens	900	hepatocytes	READS035702	ALIGNS038468	PEAKS037139	GSE57227	None	EXP033590	900	hepatocytes	READS035700	ALIGNS038466	GSE57227	None
EXP033591	NR1H4_HUMAN	Homo sapiens	900	hepatocytes	READS035701	ALIGNS038467	PEAKS037138	GSE57227	None	EXP033589	900	hepatocytes	READS035699	ALIGNS038465	GSE57227	None
EXP033462	ANDR_HUMAN	Homo sapiens	71	VCaP (prostate carcinoma)	READS035551; READS035552	ALIGNS038338	PEAKS037026	GSE56086	None	EXP033461	71	VCaP (prostate carcinoma)	READS035550	ALIGNS038337	GSE56086	None
EXP033463	FOXA1_HUMAN	Homo sapiens	71	VCaP (prostate carcinoma)	READS035553; READS035554	ALIGNS038339	PEAKS037027	GSE56086	None	EXP033461	71	VCaP (prostate carcinoma)	READS035550	ALIGNS038337	GSE56086	None
EXP033464	FOXA1_HUMAN	Homo sapiens	71	VCaP (prostate carcinoma)	READS035555; READS035556	ALIGNS038340	PEAKS037028	GSE56086	None	EXP033461	71	VCaP (prostate carcinoma)	READS035550	ALIGNS038337	GSE56086	None
EXP033465	ANDR_HUMAN	Homo sapiens	71	VCaP (prostate carcinoma)	READS035557; READS035558	ALIGNS038341	PEAKS037029	GSE56086	None	EXP033461	71	VCaP (prostate carcinoma)	READS035550	ALIGNS038337	GSE56086	None
EXP033466	FOXA1_HUMAN	Homo sapiens	71	VCaP (prostate carcinoma)	READS035559; READS035560	ALIGNS038342	PEAKS037030	GSE56086	None	EXP033461	71	VCaP (prostate carcinoma)	READS035550	ALIGNS038337	GSE56086	None
EXP033467	FOXA1_HUMAN	Homo sapiens	71	VCaP (prostate carcinoma)	READS035561; READS035562	ALIGNS038343	PEAKS037031	GSE56086	None	EXP033461	71	VCaP (prostate carcinoma)	READS035550	ALIGNS038337	GSE56086	None
EXP033454	CTCF_HUMAN	Homo sapiens	87	BEAS-2B (bronchial epithelium)	READS035535	ALIGNS038330	PEAKS037021	GSE56051	None	EXP033452	87	BEAS-2B (bronchial epithelium)	READS035533	ALIGNS038328	GSE56051	None
EXP033453	CTCF_HUMAN	Homo sapiens	87	BEAS-2B (bronchial epithelium)	READS035534	ALIGNS038329	PEAKS037020	GSE56051	None	EXP033451	87	BEAS-2B (bronchial epithelium)	READS035532	ALIGNS038327	GSE56051	None
EXP033424	ESR1_HUMAN	Homo sapiens	563	LY-2 (invasive ductal carcinoma)	READS035474; READS035475	ALIGNS038300	PEAKS036994	GSE54592	None	EXP033421	563	LY-2 (invasive ductal carcinoma)	READS035469	ALIGNS038297	GSE54592	None
EXP033422	ESR1_HUMAN	Homo sapiens	540	MCF-7aro Let-R (invasive ductal carcinoma)	READS035470; READS035471	ALIGNS038298	PEAKS036992	GSE54592	None	EXP033420	540	MCF-7aro Let-R (invasive ductal carcinoma)	READS035468	ALIGNS038296	GSE54592	None
EXP033423	ESR1_HUMAN	Homo sapiens	540	MCF-7aro Let-R (invasive ductal carcinoma)	READS035472; READS035473	ALIGNS038299	PEAKS036993	GSE54592	None	EXP033420	540	MCF-7aro Let-R (invasive ductal carcinoma)	READS035468	ALIGNS038296	GSE54592	None
EXP033418	ANDR_HUMAN	Homo sapiens	70	LNCaP (prostate carcinoma)	READS035466	ALIGNS038294	PEAKS036990	GSE55031	None	EXP033415	70	LNCaP (prostate carcinoma)	READS035463	ALIGNS038291	GSE55031	None
EXP033419	ANDR_HUMAN	Homo sapiens	70	LNCaP (prostate carcinoma)	READS035467	ALIGNS038295	PEAKS036991	GSE55031	None	EXP033415	70	LNCaP (prostate carcinoma)	READS035463	ALIGNS038291	GSE55031	None
EXP033416	ANDR_HUMAN	Homo sapiens	130	LNCaP C4-2 (prostate carcinoma)	READS035464	ALIGNS038292	PEAKS036988	GSE55031	None	EXP033414	130	LNCaP C4-2 (prostate carcinoma)	READS035462	ALIGNS038290	GSE55031	None
EXP033417	ANDR_HUMAN	Homo sapiens	130	LNCaP C4-2 (prostate carcinoma)	READS035465	ALIGNS038293	PEAKS036989	GSE55031	None	EXP033414	130	LNCaP C4-2 (prostate carcinoma)	READS035462	ALIGNS038290	GSE55031	None
EXP033398	ELF4_HUMAN	Homo sapiens	824	T3M-1 Cl-10 (oral cavity squamous cell carcinoma)	READS035372	ALIGNS038274	PEAKS036978	GSE53357	None	EXP033396	824	T3M-1 Cl-10 (oral cavity squamous cell carcinoma)	READS035370	ALIGNS038272	GSE53357	None
EXP033397	ELF4_HUMAN	Homo sapiens	824	T3M-1 Cl-10 (oral cavity squamous cell carcinoma)	READS035371	ALIGNS038273	PEAKS036977	GSE53357	None	EXP033395	824	T3M-1 Cl-10 (oral cavity squamous cell carcinoma)	READS035369	ALIGNS038271	GSE53357	None
EXP033392	FOXK1_HUMAN	Homo sapiens	309	Flp-In-T-REx-293 (embryonic kidney)	READS035366	ALIGNS038268	PEAKS036974	GSE51673	None	EXP033391	309	Flp-In-T-REx-293 (embryonic kidney)	READS035364; READS035365	ALIGNS038267	GSE51673	None
EXP033390	SOX4_HUMAN	Homo sapiens	552	LN229 (glioblastoma)	READS035363	ALIGNS038266	PEAKS036973	GSE51663	None	EXP033389	552	LN229 (glioblastoma)	READS035362	ALIGNS038265	GSE51663	None
EXP033381	SMAD3_HUMAN	Homo sapiens	388	NCI-H441 (squamous cell lung carcinoma )	READS035354	ALIGNS038257	PEAKS036965	GSE51509	None	EXP033380	388	NCI-H441 (squamous cell lung carcinoma )	READS035352; READS035353	ALIGNS038256	GSE51509	None
EXP033382	SMAD3_HUMAN	Homo sapiens	388	NCI-H441 (squamous cell lung carcinoma )	READS035355	ALIGNS038258	PEAKS036966	GSE51509	None	EXP033380	388	NCI-H441 (squamous cell lung carcinoma )	READS035352; READS035353	ALIGNS038256	GSE51509	None
EXP033383	NKX21_HUMAN	Homo sapiens	388	NCI-H441 (squamous cell lung carcinoma )	READS035356	ALIGNS038259	PEAKS036967	GSE51509	None	EXP033380	388	NCI-H441 (squamous cell lung carcinoma )	READS035352; READS035353	ALIGNS038256	GSE51509	None
EXP033384	NKX21_HUMAN	Homo sapiens	388	NCI-H441 (squamous cell lung carcinoma )	READS035357	ALIGNS038260	PEAKS036968	GSE51509	None	EXP033380	388	NCI-H441 (squamous cell lung carcinoma )	READS035352; READS035353	ALIGNS038256	GSE51509	None
EXP033385	SMAD4_HUMAN	Homo sapiens	388	NCI-H441 (squamous cell lung carcinoma )	READS035358	ALIGNS038261	PEAKS036969	GSE51509	None	EXP033380	388	NCI-H441 (squamous cell lung carcinoma )	READS035352; READS035353	ALIGNS038256	GSE51509	None
EXP033386	SMAD4_HUMAN	Homo sapiens	388	NCI-H441 (squamous cell lung carcinoma )	READS035359	ALIGNS038262	PEAKS036970	GSE51509	None	EXP033380	388	NCI-H441 (squamous cell lung carcinoma )	READS035352; READS035353	ALIGNS038256	GSE51509	None
EXP033387	SMAD3_HUMAN	Homo sapiens	38	A549 (lung carcinoma)	READS035360	ALIGNS038263	PEAKS036971	GSE51509	None	EXP033379	38	A549 (lung carcinoma)	READS035351	ALIGNS038255	GSE51509	None
EXP033374	VDR_HUMAN	Homo sapiens	832	THP-1 (acute monocytic leukemia)	READS035346	ALIGNS038250	PEAKS036961	GSE51181	None	EXP033373	832	THP-1 (acute monocytic leukemia)	READS035345	ALIGNS038249	GSE51181	None
EXP033375	VDR_HUMAN	Homo sapiens	832	THP-1 (acute monocytic leukemia)	READS035347	ALIGNS038251	PEAKS036962	GSE51181	None	EXP033373	832	THP-1 (acute monocytic leukemia)	READS035345	ALIGNS038249	GSE51181	None
EXP033376	VDR_HUMAN	Homo sapiens	832	THP-1 (acute monocytic leukemia)	READS035348	ALIGNS038252	PEAKS036963	GSE51181	None	EXP033373	832	THP-1 (acute monocytic leukemia)	READS035345	ALIGNS038249	GSE51181	None
EXP033364	REST_HUMAN	Homo sapiens	881	CD4+ T-cells	READS035336	ALIGNS038240	PEAKS036956	GSE49570	None	EXP033363	881	CD4+ T-cells	READS035335	ALIGNS038239	GSE49570	None
EXP033343	GATA6_HUMAN	Homo sapiens	720	PaTu8988S (pancreatic adenocarcinoma)	READS035313	ALIGNS038219	PEAKS036939	GSE47535	None	EXP033342	720	PaTu8988S (pancreatic adenocarcinoma)	READS035312	ALIGNS038218	GSE47535	None
EXP033341	HXB7_HUMAN	Homo sapiens	120	BT-549 (breast invasive ductal carcinoma)	READS035308; READS035309; READS035310; READS035311	ALIGNS038217	PEAKS036938	GSE47164	None	EXP033340	120	BT-549 (breast invasive ductal carcinoma)	READS035304; READS035305; READS035306; READS035307	ALIGNS038216	GSE47164	None
EXP033322	TBPL1_HUMAN	Homo sapiens	78	HeLa (cervical adenocarcinoma)	READS035282	ALIGNS038198	PEAKS036926	GSE46237	None	EXP033317	78	HeLa (cervical adenocarcinoma)	READS035277	ALIGNS038193	GSE46237	None
EXP033323	COT2_HUMAN	Homo sapiens	78	HeLa (cervical adenocarcinoma)	READS035283	ALIGNS038199	PEAKS036927	GSE46237	None	EXP033317	78	HeLa (cervical adenocarcinoma)	READS035277	ALIGNS038193	GSE46237	None
EXP033324	NR2C2_HUMAN	Homo sapiens	78	HeLa (cervical adenocarcinoma)	READS035284	ALIGNS038200	PEAKS036928	GSE46237	None	EXP033317	78	HeLa (cervical adenocarcinoma)	READS035277	ALIGNS038193	GSE46237	None
EXP033325	HMBX1_HUMAN	Homo sapiens	78	HeLa (cervical adenocarcinoma)	READS035285	ALIGNS038201	PEAKS036929	GSE46237	None	EXP033317	78	HeLa (cervical adenocarcinoma)	READS035277	ALIGNS038193	GSE46237	None
EXP033318	TBPL1_HUMAN	Homo sapiens	867	WI-38 (lung fibroblasts)	READS035278	ALIGNS038194	PEAKS036922	GSE46237	None	EXP033316	867	WI-38 (lung fibroblasts)	READS035276	ALIGNS038192	GSE46237	None
